inventory_id,date_key,branch_id,product_id,stock_qty,reserved_qty,available_qty
STK-20250901-BR005-SKU016128BL,20250901,BR005,SKU016128BL,52,6,46
STK-20250901-BR005-SKU016128SI,20250901,BR005,SKU016128SI,54,1,53
STK-20250901-BR005-SKU016128PI,20250901,BR005,SKU016128PI,42,9,33
STK-20250901-BR005-SKU016256BL,20250901,BR005,SKU016256BL,74,5,69
STK-20250901-BR005-SKU016256SI,20250901,BR005,SKU016256SI,45,3,42
STK-20250901-BR005-SKU016256PI,20250901,BR005,SKU016256PI,43,9,34
STK-20250901-BR005-SKU017128BL,20250901,BR005,SKU017128BL,79,7,72
STK-20250901-BR005-SKU017128SI,20250901,BR005,SKU017128SI,64,10,54
STK-20250901-BR005-SKU017128PI,20250901,BR005,SKU017128PI,66,8,58
STK-20250901-BR005-SKU017256BL,20250901,BR005,SKU017256BL,39,11,28
STK-20250901-BR005-SKU017256SI,20250901,BR005,SKU017256SI,45,14,31
STK-20250901-BR005-SKU017256PI,20250901,BR005,SKU017256PI,49,10,39
STK-20250902-BR000-SKU015128BL,20250902,BR000,SKU015128BL,644,0,644
STK-20250902-BR000-SKU015128SI,20250902,BR000,SKU015128SI,795,0,795
STK-20250902-BR000-SKU015128PI,20250902,BR000,SKU015128PI,930,0,930
STK-20250902-BR000-SKU015256BL,20250902,BR000,SKU015256BL,712,0,712
STK-20250902-BR000-SKU015256SI,20250902,BR000,SKU015256SI,744,0,744
STK-20250902-BR000-SKU015256PI,20250902,BR000,SKU015256PI,985,0,985
STK-20250902-BR000-SKU016128BL,20250902,BR000,SKU016128BL,632,0,632
STK-20250902-BR000-SKU016128SI,20250902,BR000,SKU016128SI,857,0,857
STK-20250902-BR000-SKU016128PI,20250902,BR000,SKU016128PI,686,0,686
STK-20250902-BR000-SKU016256BL,20250902,BR000,SKU016256BL,548,0,548
STK-20250902-BR000-SKU016256SI,20250902,BR000,SKU016256SI,855,0,855
STK-20250902-BR000-SKU016256PI,20250902,BR000,SKU016256PI,881,0,881
STK-20250902-BR000-SKU017128BL,20250902,BR000,SKU017128BL,658,0,658
STK-20250902-BR000-SKU017128SI,20250902,BR000,SKU017128SI,661,0,661
STK-20250902-BR000-SKU017128PI,20250902,BR000,SKU017128PI,617,0,617
STK-20250902-BR000-SKU017256BL,20250902,BR000,SKU017256BL,731,0,731
STK-20250902-BR000-SKU017256SI,20250902,BR000,SKU017256SI,682,0,682
STK-20250902-BR000-SKU017256PI,20250902,BR000,SKU017256PI,891,0,891
STK-20250902-BR001-SKU015128BL,20250902,BR001,SKU015128BL,41,2,39
STK-20250902-BR001-SKU015128SI,20250902,BR001,SKU015128SI,52,3,49
STK-20250902-BR001-SKU015128PI,20250902,BR001,SKU015128PI,58,4,54
STK-20250902-BR001-SKU015256BL,20250902,BR001,SKU015256BL,74,5,69
STK-20250902-BR001-SKU015256SI,20250902,BR001,SKU015256SI,49,4,45
STK-20250902-BR001-SKU015256PI,20250902,BR001,SKU015256PI,48,2,46
STK-20250902-BR001-SKU016128BL,20250902,BR001,SKU016128BL,73,3,70
STK-20250902-BR001-SKU016128SI,20250902,BR001,SKU016128SI,63,6,57
STK-20250902-BR001-SKU016128PI,20250902,BR001,SKU016128PI,64,14,50
STK-20250902-BR001-SKU016256BL,20250902,BR001,SKU016256BL,39,9,30
STK-20250902-BR001-SKU016256SI,20250902,BR001,SKU016256SI,50,15,35
STK-20250902-BR001-SKU016256PI,20250902,BR001,SKU016256PI,38,11,27
STK-20250902-BR001-SKU017128BL,20250902,BR001,SKU017128BL,76,23,53
STK-20250902-BR001-SKU017128SI,20250902,BR001,SKU017128SI,56,18,38
STK-20250902-BR001-SKU017128PI,20250902,BR001,SKU017128PI,71,21,50
STK-20250902-BR001-SKU017256BL,20250902,BR001,SKU017256BL,68,16,52
STK-20250902-BR001-SKU017256SI,20250902,BR001,SKU017256SI,62,9,53
STK-20250902-BR001-SKU017256PI,20250902,BR001,SKU017256PI,33,19,14
STK-20250902-BR002-SKU015128BL,20250902,BR002,SKU015128BL,75,7,68
STK-20250902-BR002-SKU015128SI,20250902,BR002,SKU015128SI,37,2,35
STK-20250902-BR002-SKU015128PI,20250902,BR002,SKU015128PI,63,7,56
STK-20250902-BR002-SKU015256BL,20250902,BR002,SKU015256BL,53,2,51
STK-20250902-BR002-SKU015256SI,20250902,BR002,SKU015256SI,36,7,29
STK-20250902-BR002-SKU015256PI,20250902,BR002,SKU015256PI,78,6,72
STK-20250902-BR002-SKU016128BL,20250902,BR002,SKU016128BL,36,10,26
STK-20250902-BR002-SKU016128SI,20250902,BR002,SKU016128SI,37,12,25
STK-20250902-BR002-SKU016128PI,20250902,BR002,SKU016128PI,50,13,37
STK-20250902-BR002-SKU016256BL,20250902,BR002,SKU016256BL,77,4,73
STK-20250902-BR002-SKU016256SI,20250902,BR002,SKU016256SI,57,10,47
STK-20250902-BR002-SKU016256PI,20250902,BR002,SKU016256PI,59,3,56
STK-20250902-BR002-SKU017128BL,20250902,BR002,SKU017128BL,45,9,36
STK-20250902-BR002-SKU017128SI,20250902,BR002,SKU017128SI,73,11,62
STK-20250902-BR002-SKU017128PI,20250902,BR002,SKU017128PI,44,24,20
STK-20250902-BR002-SKU017256BL,20250902,BR002,SKU017256BL,64,18,46
STK-20250902-BR002-SKU017256SI,20250902,BR002,SKU017256SI,52,18,34
STK-20250902-BR002-SKU017256PI,20250902,BR002,SKU017256PI,34,15,19
STK-20250902-BR003-SKU015128BL,20250902,BR003,SKU015128BL,50,6,44
STK-20250902-BR003-SKU015128SI,20250902,BR003,SKU015128SI,59,5,54
STK-20250902-BR003-SKU015128PI,20250902,BR003,SKU015128PI,57,9,48
STK-20250902-BR003-SKU015256BL,20250902,BR003,SKU015256BL,48,8,40
STK-20250902-BR003-SKU015256SI,20250902,BR003,SKU015256SI,77,4,73
STK-20250902-BR003-SKU015256PI,20250902,BR003,SKU015256PI,56,2,54
STK-20250902-BR003-SKU016128BL,20250902,BR003,SKU016128BL,61,12,49
STK-20250902-BR003-SKU016128SI,20250902,BR003,SKU016128SI,32,9,23
STK-20250902-BR003-SKU016128PI,20250902,BR003,SKU016128PI,71,3,68
STK-20250902-BR003-SKU016256BL,20250902,BR003,SKU016256BL,53,15,38
STK-20250902-BR003-SKU016256SI,20250902,BR003,SKU016256SI,33,14,19
STK-20250902-BR003-SKU016256PI,20250902,BR003,SKU016256PI,72,9,63
STK-20250902-BR003-SKU017128BL,20250902,BR003,SKU017128BL,56,12,44
STK-20250902-BR003-SKU017128SI,20250902,BR003,SKU017128SI,78,14,64
STK-20250902-BR003-SKU017128PI,20250902,BR003,SKU017128PI,64,16,48
STK-20250902-BR003-SKU017256BL,20250902,BR003,SKU017256BL,30,22,8
STK-20250902-BR003-SKU017256SI,20250902,BR003,SKU017256SI,68,21,47
STK-20250902-BR003-SKU017256PI,20250902,BR003,SKU017256PI,64,14,50
STK-20250902-BR004-SKU015128BL,20250902,BR004,SKU015128BL,42,4,38
STK-20250902-BR004-SKU015128SI,20250902,BR004,SKU015128SI,62,4,58
STK-20250902-BR004-SKU015128PI,20250902,BR004,SKU015128PI,77,3,74
STK-20250902-BR004-SKU015256BL,20250902,BR004,SKU015256BL,43,8,35
STK-20250902-BR004-SKU015256SI,20250902,BR004,SKU015256SI,33,4,29
STK-20250902-BR004-SKU015256PI,20250902,BR004,SKU015256PI,67,10,57
STK-20250902-BR004-SKU016128BL,20250902,BR004,SKU016128BL,44,11,33
STK-20250902-BR004-SKU016128SI,20250902,BR004,SKU016128SI,42,7,35
STK-20250902-BR004-SKU016128PI,20250902,BR004,SKU016128PI,57,10,47
STK-20250902-BR004-SKU016256BL,20250902,BR004,SKU016256BL,50,11,39
STK-20250902-BR004-SKU016256SI,20250902,BR004,SKU016256SI,74,11,63
STK-20250902-BR004-SKU016256PI,20250902,BR004,SKU016256PI,33,10,23
STK-20250902-BR004-SKU017128BL,20250902,BR004,SKU017128BL,41,17,24
STK-20250902-BR004-SKU017128SI,20250902,BR004,SKU017128SI,78,15,63
STK-20250902-BR004-SKU017128PI,20250902,BR004,SKU017128PI,61,21,40
STK-20250902-BR004-SKU017256BL,20250902,BR004,SKU017256BL,50,17,33
STK-20250902-BR004-SKU017256SI,20250902,BR004,SKU017256SI,62,17,45
STK-20250902-BR004-SKU017256PI,20250902,BR004,SKU017256PI,57,14,43
STK-20250902-BR005-SKU015128BL,20250902,BR005,SKU015128BL,33,3,30
STK-20250902-BR005-SKU015128SI,20250902,BR005,SKU015128SI,45,5,40
STK-20250902-BR005-SKU015128PI,20250902,BR005,SKU015128PI,70,5,65
STK-20250902-BR005-SKU015256BL,20250902,BR005,SKU015256BL,49,3,46
STK-20250902-BR005-SKU015256SI,20250902,BR005,SKU015256SI,77,8,69
STK-20250902-BR005-SKU015256PI,20250902,BR005,SKU015256PI,77,3,74
STK-20250902-BR005-SKU016128BL,20250902,BR005,SKU016128BL,52,10,42
STK-20250902-BR005-SKU016128SI,20250902,BR005,SKU016128SI,54,9,45
STK-20250902-BR005-SKU016128PI,20250902,BR005,SKU016128PI,42,12,30
STK-20250902-BR005-SKU016256BL,20250902,BR005,SKU016256BL,71,6,65
STK-20250902-BR005-SKU016256SI,20250902,BR005,SKU016256SI,44,5,39
STK-20250902-BR005-SKU016256PI,20250902,BR005,SKU016256PI,38,7,31
STK-20250902-BR005-SKU017128BL,20250902,BR005,SKU017128BL,79,14,65
STK-20250902-BR005-SKU017128SI,20250902,BR005,SKU017128SI,64,18,46
STK-20250902-BR005-SKU017128PI,20250902,BR005,SKU017128PI,66,21,45
STK-20250902-BR005-SKU017256BL,20250902,BR005,SKU017256BL,39,14,25
STK-20250902-BR005-SKU017256SI,20250902,BR005,SKU017256SI,45,19,26
STK-20250902-BR005-SKU017256PI,20250902,BR005,SKU017256PI,49,15,34
STK-20250903-BR000-SKU015128BL,20250903,BR000,SKU015128BL,644,0,644
STK-20250903-BR000-SKU015128SI,20250903,BR000,SKU015128SI,795,0,795
STK-20250903-BR000-SKU015128PI,20250903,BR000,SKU015128PI,930,0,930
STK-20250903-BR000-SKU015256BL,20250903,BR000,SKU015256BL,712,0,712
STK-20250903-BR000-SKU015256SI,20250903,BR000,SKU015256SI,744,0,744
STK-20250903-BR000-SKU015256PI,20250903,BR000,SKU015256PI,985,0,985
STK-20250903-BR000-SKU016128BL,20250903,BR000,SKU016128BL,632,0,632
STK-20250903-BR000-SKU016128SI,20250903,BR000,SKU016128SI,857,0,857
STK-20250903-BR000-SKU016128PI,20250903,BR000,SKU016128PI,686,0,686
STK-20250903-BR000-SKU016256BL,20250903,BR000,SKU016256BL,548,0,548
STK-20250903-BR000-SKU016256SI,20250903,BR000,SKU016256SI,855,0,855
STK-20250903-BR000-SKU016256PI,20250903,BR000,SKU016256PI,881,0,881
STK-20250903-BR000-SKU017128BL,20250903,BR000,SKU017128BL,658,0,658
STK-20250903-BR000-SKU017128SI,20250903,BR000,SKU017128SI,661,0,661
STK-20250903-BR000-SKU017128PI,20250903,BR000,SKU017128PI,617,0,617
STK-20250903-BR000-SKU017256BL,20250903,BR000,SKU017256BL,731,0,731
STK-20250903-BR000-SKU017256SI,20250903,BR000,SKU017256SI,682,0,682
STK-20250903-BR000-SKU017256PI,20250903,BR000,SKU017256PI,891,0,891
STK-20250903-BR001-SKU015128BL,20250903,BR001,SKU015128BL,41,5,36
STK-20250903-BR001-SKU015128SI,20250903,BR001,SKU015128SI,52,4,48
STK-20250903-BR001-SKU015128PI,20250903,BR001,SKU015128PI,58,7,51
STK-20250903-BR001-SKU015256BL,20250903,BR001,SKU015256BL,74,6,68
STK-20250903-BR001-SKU015256SI,20250903,BR001,SKU015256SI,49,5,44
STK-20250903-BR001-SKU015256PI,20250903,BR001,SKU015256PI,48,3,45
STK-20250903-BR001-SKU016128BL,20250903,BR001,SKU016128BL,73,11,62
STK-20250903-BR001-SKU016128SI,20250903,BR001,SKU016128SI,61,10,51
STK-20250903-BR001-SKU016128PI,20250903,BR001,SKU016128PI,64,17,47
STK-20250903-BR001-SKU016256BL,20250903,BR001,SKU016256BL,39,14,25
STK-20250903-BR001-SKU016256SI,20250903,BR001,SKU016256SI,50,17,33
STK-20250903-BR001-SKU016256PI,20250903,BR001,SKU016256PI,38,19,19
STK-20250903-BR001-SKU017128BL,20250903,BR001,SKU017128BL,76,33,43
STK-20250903-BR001-SKU017128SI,20250903,BR001,SKU017128SI,56,26,30
STK-20250903-BR001-SKU017128PI,20250903,BR001,SKU017128PI,71,28,43
STK-20250903-BR001-SKU017256BL,20250903,BR001,SKU017256BL,68,22,46
STK-20250903-BR001-SKU017256SI,20250903,BR001,SKU017256SI,58,12,46
STK-20250903-BR001-SKU017256PI,20250903,BR001,SKU017256PI,26,24,2
STK-20250903-BR002-SKU015128BL,20250903,BR002,SKU015128BL,75,9,66
STK-20250903-BR002-SKU015128SI,20250903,BR002,SKU015128SI,37,3,34
STK-20250903-BR002-SKU015128PI,20250903,BR002,SKU015128PI,61,8,53
STK-20250903-BR002-SKU015256BL,20250903,BR002,SKU015256BL,53,5,48
STK-20250903-BR002-SKU015256SI,20250903,BR002,SKU015256SI,36,8,28
STK-20250903-BR002-SKU015256PI,20250903,BR002,SKU015256PI,78,11,67
STK-20250903-BR002-SKU016128BL,20250903,BR002,SKU016128BL,36,18,18
STK-20250903-BR002-SKU016128SI,20250903,BR002,SKU016128SI,37,15,22
STK-20250903-BR002-SKU016128PI,20250903,BR002,SKU016128PI,50,16,34
STK-20250903-BR002-SKU016256BL,20250903,BR002,SKU016256BL,77,10,67
STK-20250903-BR002-SKU016256SI,20250903,BR002,SKU016256SI,52,8,44
STK-20250903-BR002-SKU016256PI,20250903,BR002,SKU016256PI,59,8,51
STK-20250903-BR002-SKU017128BL,20250903,BR002,SKU017128BL,45,20,25
STK-20250903-BR002-SKU017128SI,20250903,BR002,SKU017128SI,69,18,51
STK-20250903-BR002-SKU017128PI,20250903,BR002,SKU017128PI,37,24,13
STK-20250903-BR002-SKU017256BL,20250903,BR002,SKU017256BL,64,26,38
STK-20250903-BR002-SKU017256SI,20250903,BR002,SKU017256SI,46,18,28
STK-20250903-BR002-SKU017256PI,20250903,BR002,SKU017256PI,34,22,12
STK-20250903-BR003-SKU015128BL,20250903,BR003,SKU015128BL,48,6,42
STK-20250903-BR003-SKU015128SI,20250903,BR003,SKU015128SI,59,7,52
STK-20250903-BR003-SKU015128PI,20250903,BR003,SKU015128PI,55,12,43
STK-20250903-BR003-SKU015256BL,20250903,BR003,SKU015256BL,46,7,39
STK-20250903-BR003-SKU015256SI,20250903,BR003,SKU015256SI,77,9,68
STK-20250903-BR003-SKU015256PI,20250903,BR003,SKU015256PI,56,6,50
STK-20250903-BR003-SKU016128BL,20250903,BR003,SKU016128BL,61,18,43
STK-20250903-BR003-SKU016128SI,20250903,BR003,SKU016128SI,32,17,15
STK-20250903-BR003-SKU016128PI,20250903,BR003,SKU016128PI,71,9,62
STK-20250903-BR003-SKU016256BL,20250903,BR003,SKU016256BL,53,20,33
STK-20250903-BR003-SKU016256SI,20250903,BR003,SKU016256SI,33,23,10
STK-20250903-BR003-SKU016256PI,20250903,BR003,SKU016256PI,68,12,56
STK-20250903-BR003-SKU017128BL,20250903,BR003,SKU017128BL,53,19,34
STK-20250903-BR003-SKU017128SI,20250903,BR003,SKU017128SI,78,19,59
STK-20250903-BR003-SKU017128PI,20250903,BR003,SKU017128PI,57,17,40
STK-20250903-BR003-SKU017256BL,20250903,BR003,SKU017256BL,74,35,39
STK-20250903-BR003-SKU017256SI,20250903,BR003,SKU017256SI,68,32,36
STK-20250903-BR003-SKU017256PI,20250903,BR003,SKU017256PI,61,24,37
STK-20250903-BR004-SKU015128BL,20250903,BR004,SKU015128BL,42,8,34
STK-20250903-BR004-SKU015128SI,20250903,BR004,SKU015128SI,62,7,55
STK-20250903-BR004-SKU015128PI,20250903,BR004,SKU015128PI,77,4,73
STK-20250903-BR004-SKU015256BL,20250903,BR004,SKU015256BL,42,8,34
STK-20250903-BR004-SKU015256SI,20250903,BR004,SKU015256SI,33,6,27
STK-20250903-BR004-SKU015256PI,20250903,BR004,SKU015256PI,64,8,56
STK-20250903-BR004-SKU016128BL,20250903,BR004,SKU016128BL,44,13,31
STK-20250903-BR004-SKU016128SI,20250903,BR004,SKU016128SI,42,9,33
STK-20250903-BR004-SKU016128PI,20250903,BR004,SKU016128PI,57,18,39
STK-20250903-BR004-SKU016256BL,20250903,BR004,SKU016256BL,50,15,35
STK-20250903-BR004-SKU016256SI,20250903,BR004,SKU016256SI,71,16,55
STK-20250903-BR004-SKU016256PI,20250903,BR004,SKU016256PI,33,15,18
STK-20250903-BR004-SKU017128BL,20250903,BR004,SKU017128BL,41,30,11
STK-20250903-BR004-SKU017128SI,20250903,BR004,SKU017128SI,78,22,56
STK-20250903-BR004-SKU017128PI,20250903,BR004,SKU017128PI,61,24,37
STK-20250903-BR004-SKU017256BL,20250903,BR004,SKU017256BL,50,27,23
STK-20250903-BR004-SKU017256SI,20250903,BR004,SKU017256SI,62,26,36
STK-20250903-BR004-SKU017256PI,20250903,BR004,SKU017256PI,57,24,33
STK-20250903-BR005-SKU015128BL,20250903,BR005,SKU015128BL,33,4,29
STK-20250903-BR005-SKU015128SI,20250903,BR005,SKU015128SI,44,7,37
STK-20250903-BR005-SKU015128PI,20250903,BR005,SKU015128PI,70,11,59
STK-20250903-BR005-SKU015256BL,20250903,BR005,SKU015256BL,49,7,42
STK-20250903-BR005-SKU015256SI,20250903,BR005,SKU015256SI,75,12,63
STK-20250903-BR005-SKU015256PI,20250903,BR005,SKU015256PI,77,6,71
STK-20250903-BR005-SKU016128BL,20250903,BR005,SKU016128BL,52,19,33
STK-20250903-BR005-SKU016128SI,20250903,BR005,SKU016128SI,54,15,39
STK-20250903-BR005-SKU016128PI,20250903,BR005,SKU016128PI,42,16,26
STK-20250903-BR005-SKU016256BL,20250903,BR005,SKU016256BL,71,14,57
STK-20250903-BR005-SKU016256SI,20250903,BR005,SKU016256SI,44,12,32
STK-20250903-BR005-SKU016256PI,20250903,BR005,SKU016256PI,38,13,25
STK-20250903-BR005-SKU017128BL,20250903,BR005,SKU017128BL,79,20,59
STK-20250903-BR005-SKU017128SI,20250903,BR005,SKU017128SI,64,26,38
STK-20250903-BR005-SKU017128PI,20250903,BR005,SKU017128PI,66,31,35
STK-20250903-BR005-SKU017256BL,20250903,BR005,SKU017256BL,39,19,20
STK-20250903-BR005-SKU017256SI,20250903,BR005,SKU017256SI,37,17,20
STK-20250903-BR005-SKU017256PI,20250903,BR005,SKU017256PI,49,25,24
STK-20250904-BR000-SKU015128BL,20250904,BR000,SKU015128BL,644,0,644
STK-20250904-BR000-SKU015128SI,20250904,BR000,SKU015128SI,795,0,795
STK-20250904-BR000-SKU015128PI,20250904,BR000,SKU015128PI,930,0,930
STK-20250904-BR000-SKU015256BL,20250904,BR000,SKU015256BL,712,0,712
STK-20250904-BR000-SKU015256SI,20250904,BR000,SKU015256SI,744,0,744
STK-20250904-BR000-SKU015256PI,20250904,BR000,SKU015256PI,985,0,985
STK-20250904-BR000-SKU016128BL,20250904,BR000,SKU016128BL,632,0,632
STK-20250904-BR000-SKU016128SI,20250904,BR000,SKU016128SI,857,0,857
STK-20250904-BR000-SKU016128PI,20250904,BR000,SKU016128PI,686,0,686
STK-20250904-BR000-SKU016256BL,20250904,BR000,SKU016256BL,548,0,548
STK-20250904-BR000-SKU016256SI,20250904,BR000,SKU016256SI,855,0,855
STK-20250904-BR000-SKU016256PI,20250904,BR000,SKU016256PI,881,0,881
STK-20250904-BR000-SKU017128BL,20250904,BR000,SKU017128BL,658,0,658
STK-20250904-BR000-SKU017128SI,20250904,BR000,SKU017128SI,661,0,661
STK-20250904-BR000-SKU017128PI,20250904,BR000,SKU017128PI,617,0,617
